wormbase_ID,WT,nekl-2(fd90),nekl-3(gk506)
WBGene00166200,0,0,0
WBGene00166201,0,0,0
WBGene00166202,0,0,0
WBGene00166203,0,0,0
WBGene00166204,0,0,0
WBGene00166205,0,0,0
WBGene00166206,0,0,0
WBGene00166207,0,0,0
WBGene00166208,0,0,0
WBGene00166209,0,0,0
WBGene00166210,0,0,0
WBGene00166211,0,0,0
WBGene00166212,0,0,0
WBGene00166213,0,0,0
WBGene00166214,0,0,0
WBGene00166215,0,0,0
WBGene00166216,0,0,0
WBGene00166217,0,0,0
WBGene00166218,0,0,0
WBGene00166219,0,0,0
WBGene00166220,0,0,0
WBGene00166221,0,2,1
WBGene00166222,0,0,0
WBGene00166223,0,0,0
WBGene00166224,0,0,0
WBGene00166225,0,0,0
WBGene00166226,0,0,0
WBGene00166227,0,0,0
WBGene00166228,0,0,0
WBGene00166229,0,0,0
WBGene00166230,0,0,0
WBGene00166231,0,0,0
WBGene00166232,0,0,0
WBGene00166233,0,0,0
WBGene00166234,0,0,0
WBGene00166235,0,1,3
WBGene00166236,0,0,3
WBGene00166237,0,0,0
WBGene00166238,0,0,0
WBGene00166239,0,0,0
WBGene00166240,0,0,0
WBGene00166241,0,0,0
WBGene00166242,0,0,0
WBGene00166243,0,0,0
WBGene00166244,0,0,0
WBGene00166245,0,0,0
WBGene00166246,0,0,0
WBGene00166247,0,0,0
WBGene00166248,0,0,0
WBGene00166249,0,0,0
WBGene00166250,0,0,0
WBGene00166251,0,0,0
WBGene00166252,0,0,0
WBGene00166253,2,1,1
WBGene00166254,0,0,0
WBGene00166255,0,0,0
WBGene00166256,0,0,0
WBGene00166257,0,0,0
WBGene00166258,0,1,3
WBGene00166259,1,0,0
WBGene00166260,0,0,0
WBGene00166261,0,0,0
WBGene00166262,0,0,0
WBGene00166263,0,0,0
WBGene00166264,0,0,0
WBGene00166265,0,0,0
WBGene00166266,0,0,1
WBGene00166267,0,0,0
WBGene00166268,0,0,0
WBGene00166269,0,0,0
WBGene00166270,0,0,0
WBGene00166271,0,0,0
WBGene00166272,0,0,0
WBGene00166273,0,0,0
WBGene00166274,4,0,1
WBGene00166275,0,0,0
WBGene00166276,0,0,0
WBGene00166277,0,0,0
WBGene00166278,0,0,0
WBGene00166279,0,0,0
WBGene00166280,0,0,0
WBGene00166281,0,0,0
WBGene00166282,0,0,0
WBGene00166283,0,0,0
WBGene00166284,0,0,0
WBGene00166285,0,0,0
WBGene00166286,0,0,0
WBGene00166287,0,0,0
WBGene00166288,0,0,0
WBGene00166289,0,0,0
WBGene00166290,0,0,0
WBGene00166291,0,0,0
WBGene00166292,0,0,0
WBGene00166293,0,0,0
WBGene00166294,0,1,0
WBGene00166295,0,0,0
WBGene00166296,0,0,0
WBGene00166297,0,0,0
WBGene00166298,0,0,0
WBGene00166299,0,0,0
WBGene00166300,0,0,0
WBGene00166301,0,0,0
WBGene00166302,0,0,0
WBGene00166303,0,0,0
WBGene00166304,0,0,0
WBGene00166305,0,0,0
WBGene00166306,0,0,0
WBGene00166307,0,0,0
WBGene00166308,0,0,0
WBGene00166309,0,0,0
WBGene00166310,0,0,0
WBGene00166311,0,0,0
WBGene00166312,0,0,0
WBGene00166313,0,0,0
WBGene00166314,0,0,0
WBGene00166315,0,0,0
WBGene00166316,0,0,0
WBGene00166317,0,0,0
WBGene00166318,0,0,0
WBGene00166319,0,0,0
WBGene00166320,0,0,0
WBGene00166321,0,0,0
WBGene00166322,0,0,1
WBGene00166323,0,0,0
WBGene00166324,0,0,0
WBGene00166325,0,0,0
WBGene00166326,0,0,0
WBGene00166327,0,0,0
WBGene00166328,0,0,0
WBGene00166329,0,0,0
WBGene00166330,0,0,0
WBGene00166331,4,1,0
WBGene00166332,0,0,0
WBGene00166333,0,0,0
WBGene00166334,0,0,0
WBGene00166335,0,0,0
WBGene00166336,0,0,0
WBGene00166337,0,0,0
WBGene00166338,0,0,0
WBGene00166339,0,0,0
WBGene00166340,0,0,0
WBGene00166341,0,0,0
WBGene00166342,0,0,0
WBGene00166343,0,0,0
WBGene00166344,0,0,0
WBGene00166345,0,0,0
WBGene00166346,0,0,0
WBGene00166347,0,0,0
WBGene00166348,0,0,0
WBGene00166349,0,0,0
WBGene00166350,0,0,0
WBGene00166351,0,0,0
WBGene00166352,0,0,0
WBGene00166353,0,0,0
WBGene00166354,0,0,0
WBGene00166355,0,0,0
WBGene00166356,0,0,0
WBGene00166357,0,0,0
WBGene00166358,0,0,0
WBGene00166359,0,0,0
WBGene00166360,0,0,0
WBGene00166361,0,0,0
WBGene00166362,0,0,0
WBGene00166363,0,0,0
WBGene00166364,0,0,0
WBGene00166365,0,0,0
WBGene00166366,0,0,0
WBGene00166367,0,0,0
WBGene00166368,0,0,0
WBGene00166369,0,0,0
WBGene00166370,0,0,0
WBGene00166371,0,0,0
WBGene00166372,0,5,3
WBGene00166373,0,0,0
WBGene00166374,0,0,0
WBGene00166375,0,0,0
WBGene00166376,0,0,0
WBGene00166377,0,0,0
WBGene00166378,0,0,0
WBGene00166379,0,0,0
WBGene00166380,0,0,0
WBGene00166381,0,0,0
WBGene00166382,0,0,0
WBGene00166383,0,0,0
WBGene00166384,0,0,0
WBGene00166385,0,0,0
WBGene00166386,0,0,0
WBGene00166387,0,0,0
WBGene00166388,0,0,0
WBGene00166389,0,0,0
WBGene00166390,0,0,0
WBGene00166391,0,0,0
WBGene00166392,0,0,0
WBGene00166393,0,0,0
WBGene00166394,0,0,0
WBGene00166395,0,0,0
WBGene00166396,0,0,0
WBGene00166397,0,0,0
WBGene00166398,0,0,0
WBGene00166399,0,0,0
WBGene00166400,0,0,0
WBGene00166401,0,0,0
WBGene00166402,0,0,0
WBGene00166403,0,0,0
WBGene00166404,0,0,0
WBGene00166405,0,0,0
WBGene00166406,0,0,0
WBGene00166407,0,0,0
WBGene00166408,0,0,0
WBGene00166409,0,0,0
WBGene00166410,0,0,0
WBGene00166411,0,0,0
WBGene00166412,0,0,0
WBGene00166413,0,0,0
WBGene00166414,0,0,0
WBGene00166415,0,0,0
WBGene00166416,0,0,0
WBGene00166417,0,0,0
WBGene00166418,0,0,1
WBGene00166419,0,0,0
WBGene00166420,0,0,0
WBGene00166421,0,0,0
WBGene00166422,0,0,0
WBGene00166423,0,0,0
WBGene00166424,0,0,0
WBGene00166425,0,0,0
WBGene00166426,0,0,0
WBGene00166427,0,0,0
WBGene00166428,0,0,0
WBGene00166429,0,0,0
WBGene00166430,0,0,0
WBGene00166431,0,0,0
WBGene00166432,0,0,0
WBGene00166433,0,0,0
WBGene00166434,0,0,0
WBGene00166435,0,0,2
WBGene00166436,0,0,0
WBGene00166437,0,0,0
WBGene00166438,0,0,0
WBGene00166439,0,0,0
WBGene00166440,0,0,0
WBGene00166441,0,0,0
WBGene00166442,0,0,0
WBGene00166443,0,0,0
WBGene00166444,0,0,0
WBGene00166445,0,0,0
WBGene00166446,0,0,0
WBGene00166447,0,0,0
WBGene00166448,0,0,0
WBGene00166449,0,0,0
WBGene00166450,0,0,0
WBGene00166451,0,0,0
WBGene00166452,0,0,1
WBGene00166453,0,0,0
WBGene00166454,0,0,0
WBGene00166455,0,0,0
WBGene00166456,0,0,0
WBGene00166457,0,0,0
WBGene00166458,0,0,0
WBGene00166459,0,0,0
WBGene00166460,0,0,0
WBGene00166461,0,0,0
WBGene00166462,0,0,0
WBGene00166463,0,0,0
WBGene00166464,0,0,0
WBGene00166465,0,0,0
WBGene00166466,1,0,0
WBGene00166467,0,0,0
WBGene00166468,0,0,0
WBGene00166469,0,0,0
WBGene00166470,0,0,0
WBGene00166471,0,0,0
WBGene00166472,0,0,0
WBGene00166473,0,0,0
WBGene00166474,0,0,0
WBGene00166475,0,0,0
WBGene00166476,0,0,0
WBGene00166477,0,0,0
WBGene00166478,0,0,0
WBGene00166479,0,0,0
WBGene00166480,0,0,0
WBGene00166481,0,0,0
WBGene00166482,0,0,0
WBGene00166483,0,0,0
WBGene00166484,0,0,0
WBGene00166485,0,0,0
WBGene00166486,0,0,0
WBGene00166487,0,0,0
WBGene00166488,0,0,0
WBGene00166489,0,0,0
WBGene00166490,0,0,0
WBGene00166491,0,0,0
WBGene00166492,0,0,0
WBGene00166493,0,0,0
WBGene00166494,0,0,0
WBGene00166495,0,0,0
WBGene00166496,0,0,0
WBGene00166497,0,0,0
WBGene00166498,0,0,0
WBGene00166499,0,0,0
WBGene00166500,0,0,0
WBGene00166501,0,0,0
WBGene00166502,0,0,1
WBGene00166503,0,0,0
WBGene00166504,0,0,0
WBGene00166505,0,0,0
WBGene00166506,0,0,0
WBGene00166507,0,0,0
WBGene00166508,0,0,0
WBGene00166509,0,0,0
WBGene00166510,0,0,0
WBGene00166511,0,1,1
WBGene00166512,0,0,0
WBGene00166513,0,0,0
WBGene00166514,0,0,0
WBGene00166515,0,0,0
WBGene00166516,0,0,0
WBGene00166517,0,0,0
WBGene00166518,0,0,0
WBGene00166519,0,0,0
WBGene00166520,1,0,0
WBGene00166521,0,0,0
WBGene00166522,0,0,0
WBGene00166523,0,0,0
WBGene00166524,0,0,0
WBGene00166525,0,0,0
WBGene00166526,0,0,0
WBGene00166527,0,0,0
WBGene00166528,0,0,0
WBGene00166529,0,0,0
WBGene00166530,0,0,0
WBGene00166531,0,0,0
WBGene00166532,0,0,0
WBGene00166533,0,0,0
WBGene00166534,1,0,0
WBGene00166535,0,0,0
WBGene00166536,0,0,0
WBGene00166537,0,0,0
WBGene00166538,0,0,0
WBGene00166539,0,0,1
WBGene00166540,0,0,0
WBGene00166541,0,0,0
WBGene00166542,0,0,0
WBGene00166543,0,0,0
WBGene00166544,0,0,0
WBGene00166545,0,0,0
WBGene00166546,0,0,0
WBGene00166547,0,0,0
WBGene00166548,0,0,0
WBGene00166549,0,0,0
WBGene00166550,0,0,0
WBGene00166551,0,0,0
WBGene00166552,0,0,0
WBGene00166553,0,0,0
WBGene00166554,0,0,0
WBGene00166555,0,0,0
WBGene00166556,0,0,0
WBGene00166557,0,0,0
WBGene00166558,0,0,0
WBGene00166559,0,0,0
WBGene00166560,0,0,0
WBGene00166561,0,0,0
WBGene00166562,0,0,0
WBGene00166563,0,0,0
WBGene00166564,0,1,1
WBGene00166565,0,0,0
WBGene00166566,0,0,0
WBGene00166567,1,0,1
WBGene00166568,0,0,0
WBGene00166569,0,0,0
WBGene00166570,0,0,0
WBGene00166571,0,0,0
WBGene00166572,0,0,0
WBGene00166573,0,0,2
WBGene00166574,0,0,0
WBGene00166575,0,0,0
WBGene00166576,0,0,0
WBGene00166577,0,0,0
WBGene00166578,0,0,0
WBGene00166579,0,0,0
WBGene00166580,0,0,0
WBGene00166581,0,0,0
WBGene00166582,0,0,0
WBGene00166583,0,0,0
WBGene00166584,0,0,0
WBGene00166585,0,0,0
WBGene00166586,0,0,0
WBGene00166587,0,0,0
WBGene00166588,0,0,0
WBGene00166589,0,0,0
WBGene00166590,0,0,0
WBGene00166591,0,0,0
WBGene00166592,0,0,0
WBGene00166593,0,0,0
WBGene00166594,0,0,0
WBGene00166595,0,0,0
WBGene00166596,0,0,0
WBGene00166597,0,0,0
WBGene00166598,0,0,0
WBGene00166599,0,0,0
WBGene00166600,0,0,0
WBGene00166601,0,0,0
WBGene00166602,0,0,0
WBGene00166603,0,0,1
WBGene00166604,0,0,0
WBGene00166605,0,0,0
WBGene00166606,0,0,0
WBGene00166607,0,0,0
WBGene00166608,0,0,0
WBGene00166609,0,0,0
WBGene00166610,0,0,0
WBGene00166611,0,0,0
WBGene00166612,0,0,0
WBGene00166613,0,0,0
WBGene00166614,0,0,0
WBGene00166615,0,0,0
WBGene00166616,0,0,0
WBGene00166617,0,0,0
WBGene00166618,0,0,0
WBGene00166619,0,0,0
WBGene00166620,0,0,0
WBGene00166621,0,0,0
WBGene00166622,0,0,0
WBGene00166623,0,0,0
WBGene00166624,0,0,0
WBGene00166625,0,0,0
WBGene00166626,0,0,0
WBGene00166627,0,0,0
WBGene00166628,0,0,0
WBGene00166629,0,0,0
WBGene00166630,0,0,0
WBGene00166631,0,0,0
WBGene00166632,0,0,0
WBGene00166633,0,0,0
WBGene00166634,0,0,0
WBGene00166635,0,0,0
WBGene00166636,0,0,0
WBGene00166637,0,0,0
WBGene00166638,0,0,0
WBGene00166639,0,0,0
WBGene00166640,0,0,0
WBGene00166641,0,0,0
WBGene00166642,0,0,0
WBGene00166643,0,0,0
WBGene00166644,0,0,0
WBGene00166645,0,0,0
WBGene00166646,0,0,0
WBGene00166647,0,0,0
WBGene00166648,0,0,0
WBGene00166649,0,0,0
WBGene00166650,0,0,0
WBGene00166651,0,0,0
WBGene00166652,0,0,0
WBGene00166653,0,0,0
WBGene00166654,0,0,0
WBGene00166655,0,0,0
WBGene00166656,0,0,0
WBGene00166657,0,0,0
WBGene00166658,0,0,0
WBGene00166659,0,0,0
WBGene00166660,0,0,0
WBGene00166661,0,0,0
WBGene00166662,0,0,0
WBGene00166663,0,0,0
WBGene00166664,0,0,0
WBGene00166665,0,0,0
WBGene00166666,0,0,0
WBGene00166667,0,0,0
WBGene00166668,0,0,0
WBGene00166669,0,0,0
WBGene00166670,0,0,0
WBGene00166671,0,0,0
WBGene00166672,0,0,0
WBGene00166673,0,0,0
WBGene00166674,0,0,0
WBGene00166675,0,0,0
WBGene00166676,0,0,0
WBGene00166677,0,0,0
WBGene00166678,0,0,0
WBGene00166679,0,0,0
WBGene00166680,0,0,0
WBGene00166681,0,0,0
WBGene00166682,0,0,0
WBGene00166683,0,0,0
WBGene00166684,0,0,0
WBGene00166685,0,0,0
WBGene00166686,0,0,0
WBGene00166687,0,0,0
WBGene00166688,0,0,0
WBGene00166689,0,0,0
WBGene00166690,0,0,0
WBGene00166691,0,0,0
WBGene00166692,0,0,0
WBGene00166693,0,0,0
WBGene00166694,0,0,0
WBGene00166695,0,0,0
WBGene00166696,0,0,0
WBGene00166697,0,0,0
WBGene00166698,0,0,0
WBGene00166699,0,0,0
WBGene00166700,0,0,0
WBGene00166701,0,0,0
WBGene00166702,0,0,0
WBGene00166703,0,0,0
WBGene00166704,0,0,0
WBGene00166705,0,0,0
WBGene00166706,0,0,0
WBGene00166707,0,0,0
WBGene00166708,0,0,0
WBGene00166709,0,0,0
WBGene00166710,0,0,0
WBGene00166711,0,0,0
WBGene00166712,0,0,0
WBGene00166713,0,0,0
WBGene00166714,0,0,0
WBGene00166715,0,0,0
WBGene00166716,0,0,0
WBGene00166717,0,0,0
WBGene00166718,0,0,0
WBGene00166719,0,0,0
WBGene00166720,0,0,0
WBGene00166721,0,0,0
WBGene00166722,0,0,0
WBGene00166723,0,0,0
WBGene00166724,0,0,0
WBGene00166725,0,0,0
WBGene00166726,0,0,0
WBGene00166727,0,0,0
WBGene00166728,0,0,0
WBGene00166729,0,0,0
WBGene00166730,0,0,0
WBGene00166731,0,0,0
WBGene00166732,0,0,0
WBGene00166733,0,0,0
WBGene00166734,0,0,0
WBGene00166735,0,0,0
WBGene00166736,0,0,0
WBGene00166737,0,0,0
WBGene00166738,0,0,0
WBGene00166739,0,0,0
WBGene00166740,0,0,0
WBGene00166741,0,0,0
WBGene00166742,0,0,0
WBGene00166743,0,0,0
WBGene00166744,0,0,0
WBGene00166745,0,0,0
WBGene00166746,0,0,0
WBGene00166747,0,0,0
WBGene00166748,0,0,0
WBGene00166749,0,0,0
WBGene00166750,0,0,0
WBGene00166751,2,1,0
WBGene00166752,0,0,0
WBGene00166753,0,0,0
WBGene00166754,0,0,0
WBGene00166755,0,0,0
WBGene00166756,0,0,0
WBGene00166757,0,0,0
WBGene00166758,0,0,0
WBGene00166759,0,0,0
WBGene00166760,0,0,0
WBGene00166761,0,0,0
WBGene00166762,0,0,0
WBGene00166763,0,0,0
WBGene00166764,0,0,0
WBGene00166765,0,0,0
WBGene00166766,0,0,0
WBGene00166767,0,0,0
WBGene00166768,0,0,0
WBGene00166769,0,0,0
WBGene00166770,0,0,0
WBGene00166771,0,0,0
WBGene00166772,0,1,2
WBGene00166773,0,0,0
WBGene00166774,0,0,0
WBGene00166775,0,0,0
WBGene00166776,0,0,0
WBGene00166777,0,0,0
WBGene00166778,0,0,0
WBGene00166779,0,0,0
WBGene00166780,0,0,0
WBGene00166781,0,0,1
WBGene00166782,0,0,0
WBGene00166783,0,0,0
WBGene00166784,0,0,0
WBGene00166785,0,0,0
WBGene00166786,0,0,0
WBGene00166787,0,0,0
WBGene00166788,0,0,0
WBGene00166789,0,0,0
WBGene00166790,0,0,0
WBGene00166791,0,0,0
WBGene00166792,0,0,0
WBGene00166793,0,0,0
WBGene00166794,0,0,0
WBGene00166795,0,0,0
WBGene00166796,0,1,1
WBGene00166797,0,0,0
WBGene00166798,0,0,0
WBGene00166799,0,0,0
WBGene00166800,0,0,0
WBGene00166801,0,0,0
WBGene00166802,0,0,0
WBGene00166803,0,0,0
WBGene00166804,0,0,0
WBGene00166805,0,0,0
WBGene00166806,0,0,0
WBGene00166807,0,0,0
WBGene00166808,0,0,0
WBGene00166809,0,0,0
WBGene00166810,0,0,0
WBGene00166811,0,0,0
WBGene00166812,0,0,0
WBGene00166813,0,0,0
WBGene00166814,0,0,0
WBGene00166815,0,0,0
WBGene00166816,0,0,0
WBGene00166817,0,0,0
WBGene00166819,0,0,0
WBGene00166820,0,0,0
WBGene00166821,0,0,0
WBGene00166822,0,0,0
WBGene00166823,0,0,0
WBGene00166824,0,0,1
WBGene00166825,0,0,0
WBGene00166826,0,0,0
WBGene00166827,0,0,0
WBGene00166828,0,0,0
WBGene00166829,0,0,0
WBGene00166830,0,0,0
WBGene00166831,0,0,0
WBGene00166832,0,0,0
WBGene00166833,0,0,0
WBGene00166834,0,0,0
WBGene00166835,0,0,0
WBGene00166836,0,0,0
WBGene00166837,0,0,0
WBGene00166838,0,0,0
WBGene00166839,0,0,0
WBGene00166840,0,0,0
WBGene00166841,0,0,2
WBGene00166842,0,0,0
WBGene00166843,0,0,0
WBGene00166844,0,0,0
WBGene00166845,0,0,0
WBGene00166846,0,0,0
WBGene00166847,0,0,0
WBGene00166848,0,0,0
WBGene00166849,0,0,0
WBGene00166850,0,0,0
WBGene00166851,0,0,0
WBGene00166852,0,0,0
WBGene00166853,0,0,0
WBGene00166854,0,0,1
WBGene00166855,0,0,0
WBGene00166856,0,0,0
WBGene00166857,0,0,0
WBGene00166858,0,0,0
WBGene00166859,0,0,0
WBGene00166860,0,0,0
WBGene00166861,0,0,0
WBGene00166862,0,0,0
WBGene00166863,0,0,0
WBGene00166864,0,0,0
WBGene00166865,0,0,0
WBGene00166866,0,0,0
WBGene00166867,0,0,0
WBGene00166868,0,0,0
WBGene00166869,0,0,0
WBGene00166870,0,0,0
WBGene00166871,0,0,0
WBGene00166872,0,0,0
WBGene00166873,0,0,0
WBGene00166874,0,0,0
WBGene00166875,0,0,0
WBGene00166876,0,0,0
WBGene00166877,0,0,0
WBGene00166878,0,0,0
WBGene00166879,0,0,0
WBGene00166880,0,0,0
WBGene00166881,0,0,0
WBGene00166882,0,0,0
WBGene00166883,0,0,0
WBGene00166884,0,0,0
WBGene00166885,0,0,0
WBGene00166886,0,0,0
WBGene00166887,0,0,0
WBGene00166888,0,0,0
WBGene00166889,0,0,0
WBGene00166890,0,0,0
WBGene00166891,0,0,2
WBGene00166892,0,0,0
WBGene00166893,0,0,0
WBGene00166894,0,0,0
WBGene00166895,0,0,0
WBGene00166896,0,0,0
WBGene00166897,0,0,0
WBGene00166898,0,0,0
WBGene00166899,0,0,0
WBGene00166900,0,0,0
WBGene00166901,0,0,0
WBGene00166902,0,0,0
WBGene00166903,0,0,0
WBGene00166904,0,0,0
WBGene00166905,0,0,0
WBGene00166906,0,0,0
WBGene00166907,0,0,0
WBGene00166908,0,0,0
WBGene00166909,0,0,0
WBGene00166910,0,0,0
WBGene00166911,0,0,0
WBGene00166912,0,0,0
WBGene00166913,0,0,0
WBGene00166914,0,0,0
WBGene00166915,0,0,0
WBGene00166916,0,0,0
WBGene00166917,0,0,0
WBGene00166918,0,0,0
WBGene00166919,0,0,1
WBGene00166920,0,0,0
WBGene00166921,0,0,0
WBGene00166922,0,0,0
WBGene00166923,0,0,0
WBGene00166924,0,0,0
WBGene00166925,0,0,0
WBGene00166926,0,0,0
WBGene00166927,0,0,0
WBGene00166928,0,0,0
WBGene00166929,0,0,0
WBGene00166930,0,0,0
WBGene00166931,0,0,0
WBGene00166932,0,0,0
WBGene00166933,0,0,0
WBGene00166934,0,0,0
WBGene00166935,0,0,0
WBGene00166936,0,0,0
WBGene00166937,0,0,0
WBGene00166938,0,0,2
WBGene00166939,0,0,0
WBGene00166940,0,0,0
WBGene00166941,0,0,0
WBGene00166942,0,0,0
WBGene00166943,0,0,0
WBGene00166944,0,0,0
WBGene00166945,0,0,0
WBGene00166946,0,0,0
WBGene00166947,0,0,0
WBGene00166948,0,0,0
WBGene00166949,0,0,0
WBGene00166950,0,0,0
WBGene00166951,0,0,0
WBGene00166952,0,0,0
WBGene00166953,0,0,0
WBGene00166954,0,0,0
WBGene00166955,0,0,0
WBGene00166956,0,0,0
WBGene00166957,0,0,0
WBGene00166958,0,0,0
WBGene00166959,0,0,0
WBGene00166960,0,0,0
WBGene00166961,0,0,0
WBGene00166962,0,0,0
WBGene00166963,0,0,0
WBGene00166964,0,0,0
WBGene00166965,0,0,0
WBGene00166966,0,0,0
WBGene00166967,0,0,0
WBGene00166968,0,0,0
WBGene00166969,0,0,0
WBGene00166970,0,0,0
WBGene00166971,0,0,0
WBGene00166972,0,0,0
WBGene00166973,0,0,0
WBGene00166974,0,0,0
WBGene00166975,0,0,0
WBGene00166976,0,0,0
WBGene00166977,0,0,0
WBGene00166978,0,0,0
WBGene00166979,0,0,0
WBGene00166980,0,0,0
WBGene00166981,0,0,0
WBGene00166982,0,0,0
WBGene00166983,0,0,0
WBGene00166984,0,0,0
WBGene00166985,0,0,0
WBGene00166986,0,0,0
WBGene00166987,0,0,0
WBGene00166988,0,0,0
WBGene00166989,0,0,0
WBGene00166990,0,0,0
WBGene00166991,0,0,0
WBGene00166992,0,0,0
WBGene00166993,0,0,0
WBGene00166994,0,0,0
WBGene00166995,1,2,5
WBGene00166996,0,0,0
WBGene00166997,0,0,0
WBGene00166998,0,0,0
WBGene00166999,0,0,0
WBGene00167000,0,0,0
WBGene00167001,0,0,0
WBGene00167002,0,0,0
WBGene00167003,0,0,0
WBGene00167004,0,0,0
WBGene00167005,0,0,0
WBGene00167006,1,1,0
WBGene00167007,0,0,0
WBGene00167008,0,0,0
WBGene00167009,0,0,0
WBGene00167010,0,0,0
WBGene00167011,0,0,0
WBGene00167012,0,0,0
WBGene00167013,0,0,0
WBGene00167014,0,0,0
WBGene00167015,0,0,0
WBGene00167016,0,0,0
WBGene00167017,0,0,0
WBGene00167018,0,0,0
WBGene00167019,0,0,0
WBGene00167020,0,0,0
WBGene00167021,0,0,0
WBGene00167022,0,0,2
WBGene00167023,0,0,0
WBGene00167024,0,0,0
WBGene00167025,0,0,0
WBGene00167026,0,0,0
WBGene00167027,0,0,0
WBGene00167028,0,0,0
WBGene00167029,0,0,0
WBGene00167030,0,0,0
WBGene00167031,0,0,0
WBGene00167032,0,0,0
WBGene00167033,0,0,0
WBGene00167034,0,0,0
WBGene00167035,0,0,1
WBGene00167036,0,0,0
WBGene00167037,0,0,0
WBGene00167038,0,2,0
WBGene00167039,0,0,0
WBGene00167040,0,0,0
WBGene00167041,0,0,0
WBGene00167042,0,0,0
WBGene00167043,0,0,0
WBGene00167044,0,0,0
WBGene00167045,0,0,0
WBGene00167046,0,0,0
WBGene00167047,0,0,0
WBGene00167048,0,0,0
WBGene00167049,0,0,0
WBGene00167050,0,0,0
WBGene00167051,0,0,0
WBGene00167052,0,0,0
WBGene00167053,0,0,0
WBGene00167054,0,0,0
WBGene00167055,0,0,0
WBGene00167056,0,0,0
WBGene00167057,0,0,0
WBGene00167058,0,0,0
WBGene00167059,0,0,0
WBGene00167060,0,0,0
WBGene00167061,0,0,0
WBGene00167062,0,0,0
WBGene00167063,0,0,0
WBGene00167064,0,0,0
WBGene00167065,0,0,0
WBGene00167066,0,0,0
WBGene00167067,0,0,0
WBGene00167068,0,0,0
WBGene00167069,0,0,0
WBGene00167070,0,0,0
WBGene00167071,0,0,0
WBGene00167072,0,0,0
WBGene00167073,0,0,0
WBGene00167074,0,0,0
WBGene00167075,0,0,0
WBGene00167076,0,0,0
WBGene00167077,0,0,0
WBGene00167078,0,0,0
WBGene00167079,0,0,0
WBGene00167080,0,0,0
WBGene00167081,0,0,0
WBGene00167082,0,0,0
WBGene00167083,0,0,0
WBGene00167084,0,0,0
WBGene00167085,0,0,0
WBGene00167086,0,0,0
WBGene00167087,0,0,0
WBGene00167088,0,0,0
WBGene00167089,0,0,0
WBGene00167090,0,0,0
WBGene00167091,0,0,0
WBGene00167092,0,0,0
WBGene00167093,0,0,0
WBGene00167094,0,0,0
WBGene00167095,0,0,0
WBGene00167096,0,0,0
WBGene00167097,0,0,0
WBGene00167098,0,0,0
WBGene00167099,0,0,0
WBGene00167100,0,0,0
WBGene00167101,0,0,0
WBGene00167102,0,0,0
WBGene00167103,0,0,0
WBGene00167104,0,0,0
WBGene00167105,0,0,4
WBGene00167106,0,0,0
WBGene00167107,0,0,0
WBGene00167108,0,0,0
WBGene00167109,0,0,0
WBGene00167110,0,0,0
WBGene00167111,0,0,0
WBGene00167112,0,0,0
WBGene00167113,0,0,0
WBGene00167114,0,0,0
WBGene00167115,0,0,0
WBGene00167116,0,0,0
WBGene00167117,0,0,0
WBGene00167118,0,0,0
WBGene00167119,0,0,0
WBGene00167120,0,0,0
WBGene00167121,0,0,0
WBGene00167122,0,0,0
WBGene00167123,0,0,0
WBGene00167124,0,0,0
WBGene00167125,0,0,0
WBGene00167126,0,0,0
WBGene00167127,0,0,0
WBGene00167128,0,0,0
WBGene00167129,0,0,0
WBGene00167130,0,0,0
WBGene00167131,0,0,0
WBGene00167132,0,0,0
WBGene00167133,0,0,2
WBGene00167134,0,0,0
WBGene00167135,0,0,0
WBGene00167136,0,0,0
WBGene00167137,0,0,0
WBGene00167138,0,0,0
WBGene00167139,0,0,0
WBGene00167140,0,0,0
WBGene00167141,0,0,0
WBGene00167142,0,0,0
WBGene00167143,0,0,0
WBGene00167144,0,0,0
WBGene00167145,0,0,0
WBGene00167146,0,0,0
WBGene00167147,0,0,0
WBGene00167148,0,0,0
WBGene00167149,0,0,0
WBGene00167150,0,0,0
WBGene00167151,0,0,0
WBGene00167152,0,0,0
WBGene00167153,0,0,0
WBGene00167154,0,0,0
WBGene00167155,0,0,0
WBGene00167156,0,0,0
WBGene00167157,0,0,0
WBGene00167158,0,0,0
WBGene00167159,0,0,5
WBGene00167160,0,0,0
WBGene00167161,0,0,0
WBGene00167162,0,0,0
WBGene00167163,0,0,0
WBGene00167164,0,0,0
WBGene00167165,0,0,0
WBGene00167166,0,0,0
WBGene00167167,0,0,0
WBGene00167168,0,0,0
WBGene00167169,0,0,0
WBGene00167170,0,0,0
WBGene00167171,0,0,0
WBGene00167172,0,0,0
WBGene00167173,0,0,0
WBGene00167174,0,0,0
WBGene00167175,0,0,0
WBGene00167176,0,0,0
WBGene00167177,0,0,0
WBGene00167178,0,0,0
WBGene00167179,0,0,0
WBGene00167180,0,0,0
WBGene00167181,0,0,0
WBGene00167182,0,0,0
WBGene00167183,0,0,0
WBGene00167184,0,0,0
WBGene00167185,0,0,0
WBGene00167186,0,0,0
WBGene00167187,0,0,0
WBGene00167188,0,0,0
WBGene00167189,0,0,0
WBGene00167190,0,0,0
WBGene00167191,0,0,0
WBGene00167192,0,0,0
WBGene00167193,0,0,0
WBGene00167194,0,0,0
WBGene00167195,0,0,0
WBGene00167196,0,0,0
WBGene00167197,0,0,0
